healthScore,maxNumberCommit,numberCommit,orgName,repoName
0.5,2,1.0,yatabis,yatabis/TechLion
0.5,2,1.0,dattrong,dattrong/hello123
0.5,2,1.0,WEN1WE,WEN1WE/PAT
0.5,2,1.0,cyBerta,deltachat/deltachat-ios
0.5,2,1.0,mpskeeter,mpskeeter/twitch-list
0.5,4,2.0,mahmoudZakaria90,"mahmoudZakaria90/fancy-camera"
0.5,2,1.0,hamanovich,hamanovich/frontview
0.5,4,2.0,davidebeatrici,mumble-voip/mumble-www
0.5,2,1.0,speedygirl,"speedygirl/daw-access-tesi"
0.5,2,1.0,sullytech,"ccmakers/ccmakers-website"
0.5,2,1.0,goldenplec,goldenplec/nr-handbook
0.5,2,1.0,drunkhsun,dragonleolin/books
0.5,6,3.0,JustMeErazem,"deadhead420/anarchy-linux"
0.5,204,102.0,patrick91,pythonitalia/pycon
0.5,2,1.0,idrop,"alphagov/verify-proxy-node"
0.5,14,7.0,Noltari,Noltari/openwrt
0.5,6,3.0,immoonancient,"immoonancient/YTSubtitles"
0.5,16,8.0,lordvarys,"project-jd/broken-promise"
0.5,2,1.0,SantaClausNL,SantaClausNL/Coding
0.5,4,2.0,skia-flutter-autoroll,"skia-flutter-autoroll/engine"
0.5,2,1.0,rootzoll,rootzoll/raspiblitz
0.5,2,1.0,Alchemy-Meister,"Alchemy-Meister/TekkenBot"
0.5,2,1.0,holmio,holmio/ws-4
0.5,4,2.0,zabojcaspamu,"zabojcaspamu/spamassassin_rules"
0.5,2,1.0,artreikan,"artreikan/artreikan.github.io"
0.5,2,1.0,eduardozgz,"eduardozgz/member-counter-bot"
0.5,4,2.0,bitnami-bot,"bitnami/bitnami-docker-java"
0.5,4,2.0,mhop,mhop/fhem-mirror
0.5,6,3.0,outman2016,outman2016/t
0.5,2,1.0,bitnami-bot,"bitnami/bitnami-docker-harbor-registry"
0.5,2,1.0,Florp22,"Florp22/undecided-origins"
0.5,2,1.0,lizhongyue248,lizhongyue248/solo-blog
0.5,6,3.0,sqeven,sqeven/gcr.io
0.5,2,1.0,liumeng1201,liumeng1201/weekly_books
0.5,158,79.0,GiantTreeLP,CloudNetService/CloudNet
0.5,2,1.0,funilrys,"Ultimate-Hosts-Blacklist/Michael_Trimms_Hosts"
0.5,2,1.0,raimavarghese,"TroodonTech/Ticketing_System"
0.5,4,2.0,yaichenbaum,UWPCommunity/Quick-Pad
0.5,2,1.0,kindrarichie,"kindrarichie/kindrarichie.github.io"
0.5,6,3.0,brayomumo,brayomumo/Instagram
0.5,2,1.0,WhonixBOT,"WhonixBOT/WhonixWikiBackups"
0.5,2,1.0,tomsonL,tomsonL/star-front
0.5,6,3.0,MusicZ2019,MusicZ2019/Trash-Baby
0.5,8,4.0,cryptobigbro,"cryptobigbro/coinbasepro-LINK-ETH"
0.5,2,1.0,giorgioelrey,"giorgioelrey/testing-with-junior"
0.5,2,1.0,lzehl,"HumanBrainProject/HBP-MINDS"
0.5,2,1.0,yamanoku,yamanoku/reading
0.5,2,1.0,derpierre65,derpierre65/WCF-Packages
0.5,2,1.0,rswamina,ESMValGroup/ESMValTool
0.5,2,1.0,beevik,beevik/AppleWinX
0.5,4,2.0,snoopycrimecop,snoopycrimecop/ome-model
0.5,4,2.0,nassafou,nassafou/InstaNg
0.5,2,1.0,enlightenedpie,supertutortv/buddha
0.5,2,1.0,haycheng,haycheng/basic-knowledge
0.5,2,1.0,vinceduong,vinceduong/Matcha
0.5,2,1.0,anarosas,"travis-repos/chirp-org-production"
0.5,2,1.0,Desmis,Beep6581/RawTherapee
0.5,2,1.0,Takayuu1210,"akita-lab-2019/InvertedRun"
0.5,2,1.0,maxhbr,maxhbr/rail
0.5,6,3.0,pull[bot],radiantly/free-for-dev
0.5,2,1.0,Jokerboozp,"Jokerboozp/Jokerboozp.github.io"
0.5,2,1.0,fourjuaneight,fourjuaneight/dotfiles
0.5,6,3.0,FiendChain,kfcpaladin/sze-the-game
0.5,2,1.0,hosinjung,hosinjung/NAS
0.5,2,1.0,DavidBetteridge,"YorkDevelopers/yorkdevelopers.github.io"
0.5,42,21.0,AgustinLorenzo,"AgustinLorenzo/android_device_leeco_zl1"
0.5,2,1.0,dotnet-maestro[bot],dotnet/performance
0.5,6,3.0,MIrgyPratama,"MIrgyPratama/laporan-praktikum-pbo-2019"
0.5,2,1.0,VincentGaoHJ,VincentGaoHJ/Blog
0.5,2,1.0,NguyenHung151626,"NguyenHung151626/IOS_Training"
0.5,2,1.0,cgnorthcutt,cgnorthcutt/veneer
0.5,2,1.0,rob-blackbourn,"rob-blackbourn/message-bus"
0.5,2,1.0,mothnode,"HITECHCRIME/HC_SG124_Dryspace"
0.5,2,1.0,snoopycrimecop,snoopycrimecop/ome-poi
0.5,2,1.0,dhermes,dhermes/bezier
0.5,2,1.0,bhousel,"osmlab/osm-community-index"
0.5,2,1.0,halturin,halturin/ergonode
0.5,2,1.0,hhaji,hhaji/Deep-Learning
0.5,12,6.0,JohannesGron,"JohannesGron/johannesgron.github.io"
0.5,2,1.0,vgspedro,vgspedro/transfers
0.5,2,1.0,mark-r-m,dwp/hbase-retriever
0.5,4,2.0,yakeing,yakeing/php_badge
0.5,4,2.0,slogic-sa,slogic-sa/elexis-3-base
0.5,2,1.0,kingdonb,"kingdonb/gitops-helm-workshop"
0.5,2,1.0,honeyming,"honeyming/honeyming.github.io"
0.5,6,3.0,cxbrooks,icyphy/ptII-test
0.5,6,3.0,Firebird1029,Firebird1029/BreakFinder
0.5,8,4.0,sangho513,sangho513/sangho2
0.5,2,1.0,zmni,zmni/AdHosts
